Source,Approximate Word Count,Review Scope
articles/The_Geometry_of_Motion/Volume_II/chapters/ch10_learning_to_move.tex,2198,"Full Learning Control Correction #4180; Numerical, PDF, and Web Verification Complete"
articles/proximal_distal_energy_transfer/chapters/_ch04_counterfactuals.qmd,1740,Immutable Upstream Publication; No Local Source Edit
content/inverse-dynamics-analysis/Drafts/Inverse_Dynamics_Gemini.tex,1737,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06bbb_forward_modal_shaft.qmd,1704,Immutable Upstream Publication; No Local Source Edit
articles/The_Physics_of_Golf/main.tex,1701,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/LAYMANS_TERMS_SUMMARY.qmd,1673,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch06_exponential_coordinates.qmd,1664,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch02_state_space.qmd,1659,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/appendix-c-hardware.tex,1651,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_II/chapters/ch08_phase_variable_control.tex,1922,"Full Phase Control Correction #4177; Numerical, PDF, and Web Verification Complete"
articles/proximal_distal_energy_transfer/chapters/_ch06_methods.qmd,1644,Immutable Upstream Publication; No Local Source Edit
articles/bosch_integration/cross_references/existing_chapter_additions.tex,1615,Indexed; Full Technical Audit Pending
articles/intentional-constraint-collapse.qmd,1607,Targeted Corrections in This Pass; Route Clearance Not Implied
books/control-is-motion.qmd,1604,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/02-parameters.tex,1585,Indexed; Full Technical Audit Pending
articles/upstreamdrift-educational-integration.qmd,1578,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/appendix-b-implementation.tex,1577,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch07c_transmission_robustness.qmd,1571,Immutable Upstream Publication; No Local Source Edit
articles/degrees-of-freedom-and-dimensionality.qmd,1562,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_III/chapters/ch07_experimental_methods.tex,1558,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_II/chapters/ch09_stochastic_trajectories_motor_.tex,2164,"Full Motor Variability Correction #4179; Numerical, PDF, and Web Verification Complete"
articles/The_Geometry_of_Motion/Volume_III/chapters/ch05_multibody_bio.tex,1511,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch04_rotations_se3.qmd,1506,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/07-patents.tex,1488,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/05-camera-systems.tex,1423,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_III/chapters/ch06_inverse_problems.tex,1421,Indexed; Full Technical Audit Pending
articles/motion-control/chapter7.tex,4253,"Full Funnel Synthesis Correction #4175; Numerical, PDF, and Web Verification Complete"
articles/proximal_distal_energy_transfer/chapters/_ch03_evidence.qmd,1378,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/Volume_III/chapters/ch04_joint_kinematics.tex,1357,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch11_neural_to_robot.tex,1326,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch10_golf_swing_project.tex,1321,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch03_configuration.qmd,1312,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch10_articulated_body_algorithm.qmd,1305,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/10-design-guidance.tex,1304,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-contraction/textbook-main.qmd,1294,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06ca_articulated_ground.qmd,1261,Immutable Upstream Publication; No Local Source Edit
articles/proximal-distal-model-workbench.qmd,1252,Indexed; Full Technical Audit Pending
articles/motion-control/chapter8.tex,2105,"Full Phase Control Correction #4177; Numerical, PDF, and Web Verification Complete"
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch03_neural_architecture.tex,1202,Indexed; Full Technical Audit Pending
books/biomechanics-biology-to-systems.qmd,1198,Indexed; Full Technical Audit Pending
articles/tangent-hyperplanes-series/part-4-residuals-curvature.qmd,1194,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_III/chapters/ch10_control_theory_applications.tex,1193,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch01_platform_overview.tex,1193,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_0/main.tex,1191,Indexed; Full Technical Audit Pending
articles/appendix-applications.qmd,1140,Indexed; Full Technical Audit Pending
books/human-motor-control.qmd,1138,Indexed; Full Technical Audit Pending
books/tangent-space-methods.qmd,1136,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_III/chapters/ch09_deformable_bodies.tex,1131,Indexed; Full Technical Audit Pending
articles/proximal-distal-a-journey-through-the-swing.qmd,1130,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06e_experimental_protocol.qmd,1124,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/quarto/vol0_ch12_machine_learning.qmd,1100,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch06_internal_models.tex,1089,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/generated/ch10_swing_analysis.tex,1079,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch10_computational_models.tex,1059,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch08_discussion.qmd,1049,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch07_passive_control.tex,1040,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch32_putting.tex,997,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch32_putting.qmd,977,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_III/main.tex,974,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/nomenclature.tex,967,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch11_lagrangian_mechanics.qmd,964,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch03_building_models.tex,963,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_II/main.tex,947,Preface and Subtitle Correction #4166; Full Volume Not Cleared
articles/proximal_distal_energy_transfer/chapters/_ch01_introduction.qmd,946,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch09_motor_learning.tex,943,Indexed; Full Technical Audit Pending
articles/tangent-hyperplanes-series/part-1-geometry.qmd,933,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/06-commercial-survey.tex,929,Indexed; Full Technical Audit Pending
articles/tangent-hyperplanes-series/part-3-control.qmd,927,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06cb_spatial_cross_tail.qmd,922,Immutable Upstream Publication; No Local Source Edit
articles/tangent-hyperplanes-series/part-2-dynamics.qmd,921,Indexed; Full Technical Audit Pending
articles/motion-control/chapter9.tex,2347,"Full Motor Variability Correction #4179; Numerical, PDF, and Web Verification Complete"
articles/motion-control/chapter10.tex,2381,"Full Learning Control Correction #4180; Numerical, PDF, and Web Verification Complete"
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch08_cpg.tex,903,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch05_screw_axes.qmd,897,Indexed; Full Technical Audit Pending
articles/motion-control/chapter11.tex,2141,"Full Golf Case Study Correction #4184; Mathematical, PDF, and Web Verification Complete"
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch05_ideomotor.tex,875,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-contraction/chapters/07-high-dimensional-applications.qmd,864,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch08_spatial_algebra.qmd,862,Indexed; Full Technical Audit Pending
articles/tangent-hyperplanes-series/part-5-contraction.qmd,858,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_IV/main.tex,837,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06bb_shaft_beam_reference.qmd,837,Immutable Upstream Publication; No Local Source Edit
articles/Launch_Monitor_Technology_Review/sections/08-ball-flight-models.tex,831,Indexed; Full Technical Audit Pending
articles/tangent-hyperplanes-series/part-7-residual-aware.qmd,822,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-contraction/chapters/03-local-optimal-control.qmd,819,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/The_Geometry_of_Motion/Volume_V/main.tex,816,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch09_product_of_exponentials.qmd,810,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch02_engine_comparison.tex,807,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch05_trajectory_optimization.tex,788,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_III/chapters/ch08_inference.tex,780,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/index.qmd,780,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/01-introduction.tex,766,Indexed; Full Technical Audit Pending
articles/inverse-dynamics.qmd,760,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/tangent-hyperplane-contraction/chapters/01-foundations.qmd,751,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch04_simulation.tex,747,Indexed; Full Technical Audit Pending
articles/tangent-hyperplanes-series/part-6-hybrid.qmd,734,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch08_reinforcement_learning.tex,731,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch02_curse_of_dimensionality.tex,720,Indexed; Full Technical Audit Pending
books/roadmap.qmd,720,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_II/chapters/ch11_case_study_the_complete_golf_s.tex,1959,"Full Golf Case Study Correction #4184; Mathematical, PDF, and Web Verification Complete"
articles/proximal_distal_energy_transfer/chapters/_ch06cd_articulated_attribution.qmd,713,Immutable Upstream Publication; No Local Source Edit
books/index.qmd,691,Indexed; Full Technical Audit Pending
articles/inverse-dynamics-inference.qmd,677,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/proximal_distal_energy_transfer/chapters/_claim_adjudication_summary.qmd,669,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/Volume_V/chapters/ch09_visualization.tex,658,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch07_parameter_estimation.tex,619,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_0/chapters/glossary.tex,1217,Full Shared Glossary/Reading Review #4184; Primary Sources and PDF Verification Complete
articles/The_Geometry_of_Motion/Volume_I/chapters/glossary.tex,1217,Full Shared Glossary/Reading Review #4184; Primary Sources and PDF Verification Complete
articles/The_Geometry_of_Motion/Volume_II/chapters/glossary.tex,1217,Full Shared Glossary/Reading Review #4184; Primary Sources and PDF Verification Complete
articles/The_Geometry_of_Motion/nomenclature.tex,602,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/index.qmd,584,Immutable Upstream Publication; No Local Source Edit
articles/tangent-hyperplane-contraction/chapters/04-stability-optimality-duality.qmd,580,Indexed; Full Technical Audit Pending
articles/theory-part5.qmd,265,Full Counterfactual/Invariance/Evidence Review #4190; Mathematical and Web Verification Complete
articles/The_Geometry_of_Motion/quarto/index.qmd,551,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_V/chapters/ch06_controller_design.tex,542,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/09-accuracy.tex,533,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06f_open_release.qmd,506,Immutable Upstream Publication; No Local Source Edit
articles/Launch_Monitor_Technology_Review/preamble.tex,399,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-contraction/index.qmd,374,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-contraction/chapters/02-variational-dynamics.qmd,357,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_I/generated/ch08_golf_model.tex,324,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/affine-nature-golf-swing.qmd,322,Indexed; Full Technical Audit Pending
articles/_generated/trust/ad-dcr-reachability.qmd,313,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/abstract.tex,285,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_I/generated/ch07_double_pendulum.tex,281,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_I/generated/ch06_lqr_example.tex,278,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch05_platform.qmd,278,Immutable Upstream Publication; No Local Source Edit
articles/tangent-hyperplane-contraction/chapters/05-coordinate-free-riemannian.qmd,273,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-contraction/chapters/08-implementation-and-validation.qmd,267,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch05a_interactive_workbench.qmd,266,Immutable Upstream Publication; No Local Source Edit
articles/tangent-hyperplane-contraction/chapters/06-computation-and-certification.qmd,253,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_0/chapters/further_reading.tex,411,Full Shared Glossary/Reading Review #4184; Primary Sources and PDF Verification Complete
articles/The_Geometry_of_Motion/Volume_I/chapters/further_reading.tex,411,Full Shared Glossary/Reading Review #4184; Primary Sources and PDF Verification Complete
articles/The_Geometry_of_Motion/Volume_II/chapters/further_reading.tex,411,Full Shared Glossary/Reading Review #4184; Primary Sources and PDF Verification Complete
articles/Launch_Monitor_Technology_Review/main.tex,215,Indexed; Full Technical Audit Pending
articles/proximal-distal-falsification-atlas.qmd,184,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/volume0.qmd,158,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Integral_Superposition_Series_Package/01_Integral_Superposition_I_Fundamentals.qmd,127,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/controllability-drift-ratio.qmd,124,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/volume1.qmd,115,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Integral_Superposition_Series_Package/02_Integral_Superposition_II_Variational_Dynamics.qmd,102,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/theory-part1.qmd,101,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Advanced_Integral_Expansions_Package/01_Hamiltonian_and_Adjoint.qmd,85,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Tangent_Hyperplanes_Series_Package/01_Tangent_Hyperplanes_I_Geometry.qmd,85,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/theory-part3.qmd,83,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/theory-part5.qmd,75,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/secondary-axis-stability.qmd,68,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/wrist-universal-joint.qmd,64,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/intentional-constraint-collapse.qmd,63,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Integral_Superposition_Series_Package/03_Integral_Superposition_III_Physical_Interpretations.qmd,63,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Tangent_Hyperplanes_Series_Package/02_Tangent_Hyperplanes_II_Dynamics.qmd,59,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Integral_Superposition_Series_Package/04_Integral_Superposition_IV_Residuals_and_Curvature.qmd,58,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_0/generated/ch07_rnea_example.tex,56,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/nonlinear-control-insights.qmd,53,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/theory-part4.qmd,51,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/strokes-gained-limitations.qmd,50,Indexed; Full Technical Audit Pending
articles/_generated/trust/critique-annotations/drift-components-wrench-double-pendulum.qmd,48,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Advanced_Integral_Expansions_Package/02_Numerical_Implementation_and_Attribution.qmd,45,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Advanced_Integral_Expansions_Package/03_Control_Synthesis_as_Integral_Superposition.qmd,45,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Integral_Superposition_Series_Package/A_Appendix_Integral_Exactness.qmd,44,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Tangent_Hyperplanes_Series_Package/03_Tangent_Hyperplanes_III_Control.qmd,41,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Tangent_Hyperplanes_Series_Package/A_Mathematical_Appendix.qmd,33,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Tangent_Hyperplanes_Series_Package/04_Residuals_and_Curvature.qmd,31,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Tangent_Hyperplanes_Series_Package/Landing_Manifesto.qmd,24,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/volume2.qmd,21,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Drafts_Original_Articles/Integral_Superposition_Series_Package/Landing_Integral_Superposition.qmd,21,Indexed; Full Technical Audit Pending
